ContactID,name,first_name,last_name,Dear,address1,city,state,zip,Region,Country,Title,work_phone,work_phone_ext,HomePhone,MobilePhone,fax_number,email,FedexNumber,AirborneNumber,FEDexPrefered,AirbornePrefered,ship_airborn,ship_fedex,ShipTo,ShipToAtt,ShipToAddress,ShipToCity,ShipToState,ShipTozipcode,SHIPTOALT
453056201,Northway Automotive ,, ,,657 State Rte 15 S.,Lake Hopatcong ,NJ,07849,,,,973-663-3800,,,,,,471215309,,True,False,False,False,,,,,,,False
453056202,Storms Motors Inc ,Carla ,Ott ,,691 County Rd 39A,Southampton ,NY,11968,,,,631-283-1600,,,,,,389214388,,True,False,False,False,,,,,,,False
453056203,North End Motors Inc ,Patrick , ,,390 Turnpike St,Canton ,MA,02021,,,,781-575-1002,,,,,,123150295,,True,False,False,False,,,,,,,False
453056204,Classic Car Club ,Zach , ,,250 Hudson St ,New York ,NY,10013,,,,212-229--2402,,,,,,317456468,,True,False,False,False,,,,,,,False
453056205,Glenn Infiniti,Tammy, ,,3390 Richmond Rd,Lexington ,KY,40509,,,,859-263-5880,,,,,,205470255,,True,False,False,False,,,,,,,False
453056206,Mercedes Benz Of Buckhead ,, ,,2799 Tiedmont Rd ,Atlanta ,Ga ,30305,,,,404-846-3500,,,,,,462530145,,True,False,False,False,,,,,,,False
453056207,Princeton Bmw/Mini,Reem,,,3630 Quakerbridge Rd ,Hamilton ,NJ ,08619,,,,609-570-1553,,,,,,379912257,,True,False,False,False,,,,,,,False
453056208,Philo Auto Sales and Repair,Jessica,Stan.Ovrnight Only!,,1680 John F. Kennedy Blvd,Jersey City,NJ,07305,,,,201-200-0092,,,,,,510344464,,True,False,False,False,,,,,,,False
453056209,Crown Pmb LLC See Princeton Bmw,, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453056210,,Gail , ,,1133 W Main Rd ,Middletown ,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453056211,Big Bucks Auto,, ,,139-03 Queens Blvd,Jamaica,NY,11435,,,,718-291-0850,,,,,,,24F490,False,True,False,False,,,,,,,False
453056212,Zumbach Sportscars Ltd ,, ,,2030 Hwy 35 ,South Amboy ,NJ,08879,,,,732-525-1040,,,,,,371082522,,True,False,False,False,,,,,,,False
453056257,LAND ROVER DARIEN,JESSICA, ,,90 POST RD,DARIEN,CT,06820,,,,203-655-8811,,,,,,109291099,,True,False,False,False,,,,,,,False
453056213,martin's pre-owned auto center,maureen, ,,864 brdford st,whitman,ma,02382,,,,781-447-4443,,,,,,428054229,,False,False,False,False,,,,,,,False
453056214,sunlite auto sales/ see martin pre-owned,, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453056215,Ramsey Mazda ,Jim , ,,436 Rte 17 North ,Ramsey ,NJ ,07446,,,,201-825-4444,,,,,,,V12437,False,True,False,False,,,,,,,False
453056216,Honda of Keene ,Cori , ,,567 Monadnock Hwy ,Swaney ,NH ,03446,,,,603-354-6016,,,,,,,,False,False,False,False,,,,,,,False
453056217,Riley Mazda ,Yolanda , UPS,,75 Myrtle Ave ,Stamford ,CT ,06902,,,,203-978-5780,,,,,,,044E60,False,True,False,False,,,,,,,False
453056218,Audi Norwell ,Lori, ,,59 Pond St ,Norwell ,MA ,02061,,,,781-261-5003,,,,,,1230-6190-0,,True,False,False,False,,,,,,,False
453056219,MINI OF FAIRFIELD COUNTY,DALILA, ,,154 POST ROAD,DARIEN,CT,06820,,,,203-292-4363,,,,,,440214665,,True,False,False,False,,,,,,,False
453056220,Ramsey Subaru,Don ,Glass,,905 Rte 17 S ,Ramsey ,NJ,07446,,,,201-327-0070,,,,,,,V12437,False,True,False,False,,,,,,,False
453056221,Prestige Auto Mart ,Leslie , ,,1175 State Rd ,Westport ,Ma ,02790,,,,508-636-7870,,,,,,312391163,,True,False,False,False,,,,,,,False
453056223,Ed Carney Ford ,Bob, UPS,,189 Rte 10 East ,East Hanover ,NJ ,07936,,,,973-386-1771,,,,,,,76T6T4,False,True,False,False,,,,,,,False
453056224,DUCATI NYC,MERCEDES, ,,155 AVE OF AMERICAS,NEW YORK,NY,10013,,,,12129891414,,,,,,,18X42A,False,True,False,False,,,,,,,False
453056225,Hyundai Of Keene,Marie, ,,14 Production Ave,Keene,NH,03431,,,,603-354-5060,,,,,,257154360,,True,False,False,False,,,,,,,False
453056226,new country porsche of clifton park,Siri, UPS,,205 route 146 ,mechanicville,ny,12118,,,,518-664-4448,,,,,,,1x3926,False,True,False,False,,,,,,,False
453056227,auto emporium,, ,,189 A sunrise highway,amityville,ny,11701,,,,631-608-0508,,,,,,,6W5605,False,True,False,False,,,,,,,False
453056228,Fiat Of Fairfield,Peggy, ,,1259 E Main St ,Stamford ,Ct,06902,,,,203-327-3428,,,,,,3453211918,,True,False,False,False,,,,,,,False
453056229,Tasca Chrysler ,Bob , ,,9 Post Rd ,Westerly ,RI ,02981,,,,401-596-2077,,,,,,,,True,False,False,False,,,,,,,False
453056230,VOLKSWAGEN OF NORTH ATTLEBORO,NORMA, ,,563 KELLY BLVD,NORTH ATTLEBORO,MA,02760,,,,508-6957131,,,,,,133776052,,True,False,False,False,,,,,,,False
453056231,DCH Millburn Audi ,Lee , ,,2211 Millburn Ave ,Maplewood ,NJ,07040,,,,973-762-8500,,,,,,250705956,,True,False,False,False,,,,,,,False
453056232,Expressway Toyota ,Gabriel , ,,700 Morrissey Blvd ,Dorchester ,Ma ,02125,,,,617-265-4321,,,,,,103960460,,True,False,False,False,,,,,,,False
453056233,PORSCHE AUDI OF NORWELL,ALAN,FARIAS,,59 POND STREET,NORWELL,MA,02061,,,,7812615000,,,,7818712339,,123061900,,True,False,False,False,,,,,,,False
453056234,ROUTE 22 NISSAN,Send to Route 22, TOYOTA,,56 ROUTE 22 EAST ,HILLSIDE,NJ,07205,,,,973-705-8630,207,,,908-687-1773,,183780298,,True,False,False,False,,,,,,,False
453056235,Schneider nelson inc /audi,laura, ,,3320 doris avenue,ocean,nj,07712,,,,732-663-0203,,,,,,113282541,,True,False,False,False,,,,,,,False
453056236,FRED BEANS- DOYLESTOWN,, UPS,,858 NORTH EASTON RD,DOYLESTOWN,PA,18902,,,,215-348-7500,,,,,,,252873,False,True,False,False,,,,,,,False
453056237,K & S AUTO SALES , INC,, ,,1020 BELMONT STREET ,BROCKTON,MA,02301,,,,781-961-1550,,,,,,,,True,False,False,False,,,,,,,False
453056238,PREMIER TOYOTA NEWPORT,, ,,285 EAST MAIN RD,MIDDLETOWN,RI,02842,,,,401-619-5400,,,,,,195826064,,True,False,False,False,,,,,,,False
453056239,Silko Motor Sales,Jane, ,,1580 New State Hwy ,Raynham ,Ma,02718,,,,508-880-5500,,,,,,1141-3084-2,,True,False,False,False,,,,,,,False
453056240,SULLIVAN BROTHER TOYOTA,KIM, ,,5 CRANBERRY ROAD,KINGSTON,MA,02364,,,,781-585-1300,,,,,,11798814-7,,True,False,False,False,,,,,,,False
453056241,Nemer Chevrolet ,Dave ,Nash ,,24 Performance Dr ,Bennington ,Vt ,05201,,,,802-447-2301,,,,,,,60AW02,False,True,False,False,,,,,,,False
453056242,Arcar Motors ,, ,,,,,,,,,201-836-4600,,,,,,,,False,False,False,False,,,,,,,False
453056243,Mercedes Benz Of Brooklyn ,Stephanie , ,,1800 Shore Parkway,Brooklyn ,NY,11214,,,,718-258-5100,,,,,,352059072,,True,False,False,False,,,,,,,False
453056244,miller automobile/ la/ro of darien,jessica, v,,90 post rd,darien,ct,06820,,,,203-655-5662,,,,,,109291099,,True,False,False,False,,,,,,,False
453056245,ESTATE MOTORS INC,TRACEY,THORNE,,321 RT 22,GOLDENS BRIDGE,NY,10526,,,,914-232-8122,,,,914-232-8722,tthorne@estatemotors.com,169097224,,True,False,False,False,,,,,,,False
453056246,Aventura Motors ,Marcello, ,,625 County Rd 39A,Southampton ,NY,11968,,,,631-283-8819,,,,,,24913282-9,,True,False,False,False,,,,,,,False
453056247,Prestige Motor Works NY,Tiffany, ,,134 Lucan Drive,Deer Park,NY,11729,,,,631-392-4888,,,,,,,,True,False,False,False,,,,,,,False
453056248,Jaez Corp/DBA Union Auto Sales ,Pat/Tony , ,,2084 Springfield Ave ,Vauxhall,NJ ,07088,,,,908-686-8164,,,,,,250277261,,True,False,False,False,,,,,,,False
453056249,Acar ,, ,,133 Cedar Lane Ste 209,Teaneck ,NJ,07666,,,,,,,,,,248164344,,True,False,False,False,,,,,,,False
453056250,Haims Motors/HOLLYWOOD,Maria, ,,2840 N State Rd 7,Hollywood ,FL,33021,,,,954-981-2121,,,,,,457868561,,True,False,False,False,,,,,,,False
453056251,Bernardi Audi,Dave H, ,,521 Worcester Rd,Natick,MA,01760,,,,508-651-3033,,,,,,,E32281,False,True,False,False,,,,,,,False
453056252,east coast funding group inc,, ,,277 northern blvd ste 100,great neck ,ny,11021,,,,516-829-7570,,,,,,411656420,,True,False,False,False,,,,,,,False
453056253,Beyer Of Morristown ,Jean , ,,200 Ridgedale Ave ,Morristown ,NJ ,07960,,,,973-644-3200,,,,,,314374835,,True,False,False,False,,,,,,,False
453056254,off road motor sports inc,, ,,247 newbury st,peabody,ma,01960,,,,978-826-1772,,,,,,20229919-9,,True,False,False,False,,,,,,,False
453056255,Lash Auto Group,Victoria/Carolina , ,,376 Tarrytown Rd ,White Plains ,NY,10607,,,,914-931-9700,,,,,,123113934,,True,False,False,False,,,,,,,False
453056256,Unique Auto Sales LLC ,Angela , ,,392 East St ,New Haven ,CT,06511,,,,203-824-5155,,,,,,549865968,,True,False,False,False,,,,,,,False
453056258,Mercedes Benz Of Wappinger Falls,Gina , ,,134 Old Post Rd ,Wappingers Falls ,NY,12590,,,,845-298-0600,,,,,,169229848,,True,False,False,False,,,,,,,False
453056259,Vespa Brooklyn ,Crystall, ,,215 Park Ave ,Brooklyn ,NY ,11205,,,,718-254-0808,,,,,,119159857,,True,False,False,False,,,,,,,False
453056260,Kings Point Auto,Juan Carlos, ,,744 Middle Neck Rd,Great Neck ,NY,11024,,,,516-482-5566,,,,,,251720207,,True,False,False,False,,,,,,,False
453056261,Guiffre Hyundai ,Brenda/Eleonora , ,,8904 Fifth Ave ,Brooklyn ,NY ,11209,,,,718-836-2600,339,,,,,252975713,,True,False,False,False,,,,,,,False
453056262,Affordable Auto 35 ,Ieesha Anderson , ,,606 1 Rte 35 South ,Sayreville ,NJ ,08879,,,,732-753-9333,,,,,,371445773,,True,False,False,False,,,,,,,False
453056263,Audi Of Shrewsbury ,, ,,780 Boston Trpke ,Shrewsbury ,MA,01545,,,,508-581-5800,,,,,,145259550,,True,False,False,False,,,,,,,False
453056264,Simon chevrolet,shirly,,,114 fortin  drive,woonsocket,ri,02895,,,,401-769-3000,,,,,,145101352,,True,False,False,False,,,,,,,False
453056265,Tracy Motors Inc ,Jen ,Mason ,,137 Samoset St ,Plymouth ,Ma,02360,,,,508-830-0101,,,,,,,9VW831,False,True,False,False,,,,,,,False
453056266,ALDERMAN'S KIA,MARY, ,,4300 MIDDLE ROAD,RUTLAND ,VT,05701,,,,8027767000,,,,,,292710798,,False,False,False,False,,,,,,,False
453056267,Palisades Mazda/Volvo,Amanda, ,,55 Route 303,West Nyack,NY,10994,,,,845-224-3594,,,,,,329776972,,True,False,False,False,,,,,,,False
453056268,Audi of Lynbrook,Asha, ,,843 sunrise hwy,Lynbrook,NY,11563,,,,516-887-5300,,,,,,3699-55713,,True,False,False,False,,,,,,,False
453056269,BMW of Bloomfield,Debbie, ,,425 Bloomfield Ave,Bloomfield,NJ,07003,,,,973-780-9513,,,,,,105008627,,True,False,False,False,,,,,,,False
453056270,ride-away inc,DON'T USE, ,,104 pitkin st,east hartford,ct,06108,,,,860-282-8202,,,,,,,,True,False,False,False,,,,,,,False
453056271,Premier Bmw Of Cape Cod ,Allen , ,,25 Falmouth Rd ,Hyannis ,MA ,02601,,,,508-815-5500,112,,,,,327184199,,True,False,False,False,,,,,,,False
453056272,Lexus of Southampton,Frank, ,,299 County Road 39A,Southampton,NY,11968,,,,631-907-2209,,,,,,320862264,,True,False,False,False,,,,,,,False
453056273,Sunrise Chevrolet,Vangie,UPS,,105-20 Queens Blvd,Forest Hills ,NY,11375,,,,718-263-7700,,,,,,,64X530,False,True,False,False,,,,,,,False
453056274,Leasing Direct,, ,,,,,,,,,718 493 0600 x313,,,,,,,,False,False,False,False,,,,,,,False
453056275,Sunrise VW,, ,,931 Sunrise Highway,Lynbrook,NY,11563,,,,516-596-5970,,,,,,324910000,,True,False,False,False,,,,,,,False
453056276,Superior Motor Cars,Nick, ,,23 Chadwick Road,Great Neck,NY,11023,,,,888-299-8801,,,,,,133668250,,True,False,False,False,,,,,,,False
453056277,UNIVERSAL AUTO PLAZA,Title Clerk, ,,48-15 NORTHERN BLVD,LONG ISLAND CITY,NY,11101,,,,718-662-6494,,,,,,360726096,,True,False,False,False,,,,,,,False
453056278,PRESTIGE 3,, ,,288 BROADWAY,TAUNTON,MA,0780,,,,508-822-5077,,,,,,312391163,,True,False,False,False,,,,,,,False
453056279,Maserati of Manhattan,PAM, ,,619 WEST 54ST ,NEW YORK ,NY,10019,,,,212-966-9699,964,,,,,384376436,,True,False,False,False,,,,,,,False
453056280,VIP Honda,Sharon, ,,700 Route 22 East,North Plainfield,NJ,07060,,,,908-753-1500,4404,,,,,109488526,,True,False,False,False,,,,,,,False
453056281,Dana Ford Lincoln,,UPS,,266 West Service Road,Staten Island,NY,10314,,,,718-983-8700,,,,,,,2X0999,False,True,False,False,,,,,,,False
453056282,Mercedes Benz of Hyannis,, ,,95 Falmouth Road,Hyannis,MA,02601,,,,508-815-2101,,,,,,,x853x5,False,True,False,False,,,,,,,False
453056283,CEDANO AUTO MALL,, ,,4524 PARK AVE,BRONX,NY,10457,,,,718-618-0360,,,,,,333270935,,True,False,False,False,,,,,,,False
453056284,JERRYS FORD ANNANDALE,, UPS,,6510 LITTLE RIVER TURNPIKE,Alexandria,VA,22312,,,,703-256-5000,,,,,,,575E40,True,False,False,False,,,,,,,False
453056285,Smithtown Volkswagen and Saab,Donna, ,,530 E. Jericho Turnpike,St. James,NY,11787,,,,631-724-6600,,,,,,121274558,,True,False,False,False,,,,,,,False
453056286,Route 22 Kia,SEND TO,RT 22 TOYOTA,,399 Route 22,Hillside,NJ,07205,,,,973-923-4100,,,,,,,19e772,False,True,False,False,,,,,,,False
453056287,MILLEVOI BROTHERS AUTO SALES INC,, ,,2075 BYBERRY RD,PHILADELPHIA,PA,19116,,,,215-673-2222,,,,,,198022640,,True,False,False,False,,,,,,,False
453056288,The Motor Network,Nikki, ,,2999 Long Beach Road,Oceanside,NY,11572,,,,516-569-0000,,,,,,392737162,,True,False,False,False,,,,,,,False
453056289,Rodman Ford,Nicole, ,,45 Washington Street,Foxboro,MA,02035,,,,508-543-3333,,,,,,,,False,False,False,False,,,,,,,False
453056290,Labate Auto,Angel, ,,5800 E. Roosevelt Blvd,Philadelphia,PA,19149,,,,215-744-4497,,,,,,379353134,,True,False,False,False,,,,,,,False
453056291,Atlantic Toyota Mass.,Mike, ,,671 Lynnway,Lynn,MA,01905,,,,781-599-4922,,,,,,108017023,,True,False,False,False,,,,,,,False
453056292,Rockland Motors,Diane/Barbie, ,,85 Route 303 North,W Nyack,NY,10994,,,,845-535-3081,,,,,,224017235,,True,False,False,False,,,,,,,False
453056293,Herb Chambers Cad Lynfield,UPS, ,,395 Broadway Rt. 1 N,Lynfield,MA,01940,,,,978-624-1500,,,,,,,879W9E,False,False,False,False,,,,,,,False
453056294,Ira Audi,, ,,252 Andover Street,Peabody,MA,01960,,,,978-605-8687,,,,,,231 528 601,,True,False,False,False,,,,,,,False
453056295,Honda of Concord,Mechelle, ,,7650 Bruton Smith Blvd,Concord,NC,28027,,,,704-979-7529,,,,704-979-7536,,178 588 397,,True,False,False,False,,,,,,,False
453056296,York Kia of Medford,Debbie, ,,60 Mystic Ave,Medford,MA,02155,,,,781-395-6800,,,,,,440802044,,True,False,False,False,,,,,,,False
453056297,Hughes Motors LLC,Alex, ,,1030 Riverside Drive,Methuen,MA,01844,,,,978-203-6128,,,,,,424818887,,True,False,False,False,,,,,,,False
453056298,Commonwealth Motors,Franklin,,,1 Commonwealth Drive,Lawrence,MA,01841,,,,978-685-3400,,,,,,148855692,,True,False,False,False,,,,,,,False
453056299,Richmond Ford,,UPS,,4600 West Broad Street,Richmond,VA,23230,,,,804-358-5521,,,,,,,,False,False,False,False,,,,,,,False
453056300,Lia Nissan of Saratoga,Kolleen, ,,2906 Route 9,Malta,NY,12020,,,,518-886-4800,,,,,,246897760,,True,False,False,False,,,,,,,False
453056301,Union Buick GMC,Tamara, ,,2301 Route 22 W,Union,NJ,07083,,,,908-964-1900,236,,,,,210092374,,True,False,False,False,,,,,,,False
453056302,Mercedes Benz of Rockville Centre,Latise, ,,650 Sunrise Highway,Rockville Centre,NY,11570,,,,516-766-2585,484,,,,,168622007,,True,False,False,False,,,,,,,False
453056303,Sunrise Toyota Scion,Darlene,UPS,,3984 Sunrise Highway,Oakdale,NY,11769,,,,631-589-9000,4280,,,,,,,False,False,False,False,,,,,,,False
453056304,Ron Tonkin Gran Turismo,Rhonda,UPS,,203 NE 122nd Ave,Portland,OR,97230,,,,503-255-7560,,,,,,,,False,False,False,False,,,,,,,False
453056305,Prime Acura North,Diane G.,UPS,,137 Lafayette Rd.,North Hampton,NH,03862,,,,603-379-3149,,,,,,,,False,False,False,False,,,,,,,False
453056306,Honda of Toms River,SHIP TO METRO ,HONDA,,346 Route 37 East,Toms River,NJ,08753,,,,201-451-7111,1214,,,,,125509800,,True,False,False,False,,,,,,,False
453056307,Jack Madden Ford,Kathy,UPS,,825 Providence Highway,Norwood,MA,02062,,,,781-762-4200,141,,,,,,042565,False,True,False,False,,,,,,,False
453056308,Ride Away Inc,Jen/Jesse, ,,104 Pitkin Street,East Hartford,CT,06108,,,,860-282-8202,,,Jesse 603-339-3116,,,1365-2124-1,,True,False,False,False,,,,,,,False
453056309,Ferrari Maserati of Long Island,Amy, ,,65 South Service Road,Plainview,NY,11803,,,,516-665-1665,,,,,,395492861,,True,False,False,False,,,,,,,False
453056310,THE LUXURY HAUS ,Edith/Marisol/Jessica, ,,40 Rockwood Place,Englewood,NJ,07631,,,,201-731-4461,,,,,,328516152,,True,False,False,False,,,,,,,False
453056311,Maserati Of Bergen County,Lynn, ,,145 Route 17 South,Upper Saddle River,NJ,07458,,,,201-822-3566,,,,,,500884606,,True,False,False,False,,,,,,,False
453056316,Alines American One,Tracy R, ,,412 Medford Ave,Patchogue,NY,11772,,,,631-654-5660,,,,,,185 726 835,,True,False,False,False,,,,,,,False
453056312,Ed Shultz Ford Linc Merc,Lisa, ,,2257 Washington Street,Jamestown,NY,14701,,,,716-484-0121,,,,,,409422500,,True,False,False,False,,,,,,,False
453056313,MYRTLE BEACH MITSUBISHI,LIZ, ,,431 HOSPITALITY LN,MYRTLE BEACH,SC,29579,,,,843-796-9155,,,,,,186142730,,True,False,False,False,,,,,,,False
453056314,Lexington Toyota,Travis, ,,409 Massachusetts Ave,Lexington,MMA,02420,,,,781-861-7400,,,,,,115772139,,True,False,False,False,,,,,,,False
453056315,Team Precision Auto,Taisha,UPS,,,,,,,,,973-939-9580,,,,,,,,False,False,False,False,,,,,,,False
453056317,Mercedes Benz of Warwick,Christina, ,,1557 Bald Hill Road,Warwick,RI,02886,,,,401-304-3577,,,,,,352675644,,True,False,False,False,,,,,,,False
453056318,Auto Choice Car & Truck Sales,Shelby, ,,750 Taunton Road,East Providence,RI,02914,,,,401-434-5160,,,,,,385970218,,True,False,False,False,,,,,,,False
453056319,Sunrise Motors,Laura, ,,430 Industrial Ave,Teterboro,NJ,07608,,,,201462-9000,,,,,,288059055,,True,False,False,False,,,,,,,False
453056320,Princeton Chevrolet,Joanne, ,,200 Renaissance Blvd,Lawrenceville,NJ,08648,,,,6093232200,102,,,,,313420868,,True,False,False,False,,,,,,,False
453056321,Rockland Nissan,Claudia, ,,608 Route 303,Blauvelt,NY,10913,,,,845-358-6700,,,,,,152011520,,True,False,False,False,,,,,,,False
453056322,Jim Coleman Infiniti,SEE JIM COLEMAN,TOYOTA,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453056323,Route 22 Honda,Quamare, ,,75 Route 22 West,Hillside,NJ,07205,,,,973-705-9300,282,,,,,452325403,,True,False,False,False,Route 22 Honda, , , , , ,False
453056324,Madison Chrysler,Lawrence, ,,203 Boston Post Road,Madison,CT,06443,,,,203-245-0451,,,,,,455010748,,True,False,False,False,,,,,,,False
453056325,Ramsey Infiniti,Kim,UPS,,,,,,,,,201-327-5100,,,,,,,,False,False,False,False,,,,,,,False
453056326,Formula Ford,Tyler, ,,423 South Main Street,Rutland,VT,05701,,,,802-773-9168,,,,,,,,False,False,False,False,,,,,,,False
453056327,Team Toyota Princeton,UPS,See Lawrence Toyota,,,,,,,,,609 883 4200,,,,,,,,False,False,False,False,,,,,,,False
453056328,Ourisman Hyundai of Bowie,CALL FOR,AIRBILL,,,,,,,,,240-245-1918,,,,,,,,False,False,False,False,,,,,,,False
453056329,Killer Carz II,, ,,897 US Hwy 22,North Plainfield,NJ,07060,,,,908-754-2279,,,,,,1061 3209 7,,True,False,False,False,,,,,,,False
453056330,Manassas Chrysler Dodge Jeep Ram,Lisa/Kelly,UPS,,8100 Centreville Road,Manassas,VA,20111,,,,703-368-5300,,,,703-393-0826,,,A94F07,False,True,False,False,,,,,,,False
453056331,Bright Bay Lincoln,Kelly,POSTAL,,1174 Sunrise Highway,Bayshore,NY,11706,,,,631-859-1345,,,,,,,Postal Account: X117771,False,True,False,False,,,,,,,False
453056332,Smith Haven Mazda*,Denise, ,,794 Jericho Turnpike,St. James,NY,11780,,,,631-863-2000,,,,,,454701089,,True,False,False,False,,,,,,,False
453056333,Grand Blanc Motor Cars,Michelle, ,,9099 Holly Road,Grand Blanc,MI,48439,,,,810-695-4400,,,,,,169096961,,True,False,False,False,,,,,,,False
453056334,Island Chrysler,Wanda, ,,8983 Ocean Highway,Pauley's Island,NC,29585,,,,888-716-5378,,,,,,186142730,,True,False,False,False,,,,,,,False
453056335,Team Motorsports,Jae Yoo/Jason, ,,200 East Ruby Ave,Palisades Park,NJ,07650,,,,201-364-8989,,,,,,2565 2115 6,,False,False,False,False,,,,,,,False
453056336,Central CJD of Norwood,Lisa Arbo,UPS,,56 Providence Highway,Norwood,MA,02062,,,,781-762-2200,,,,,,,A0F877,False,True,False,False,,,,,,,False
453056337,Audi of Wynnewood,Heather, UPS,,323 East Lancaster Ave,Wynnewood,PA,19096,,,,610-649-3200,,,,,,,8FX946,False,False,False,False,,,,,,,False
453056338,Princeton Mini/BMW,DON'T USE, ,,zzz,zzz,NJ,08540,,,,732-674-3921,,,,,,163504650,,True,False,False,False,,,,,,,False
453056339,Mod Shop,Shelby,UPS,,,,,,,,,310-515-9207,,,,,,,Y083F6,False,True,False,False,,,,,,,False
453056340,Smithtown Toyota,Linda,UPS,,360 East Jerico Tpke,Smithtown,NY,11787,,,,631-724-3300,,,,,,,3128X6,False,False,False,False,,,,,,,False
453056341,Dealertown Auto Wholesalers,Sergio, ,,59 Meadow Street,Milford,CT,06460,,,,203-301-4600,,,,,,537794046,,True,False,False,False,,,,,,,False
453056342,BMW of West Springfield,Kristina, ,,1712 Riverdale Street,West Springfield,MA,01089,,,,413-746-1722,,,,,,2046 5841 2,,True,False,False,False,,,,,,,False
453056343,Schneider nelson motorcars / porsche,laura, ,,3320 Doris ave,ocean ,nj,07712,,,,732-663-0203,,,,,,296217646,,True,False,False,False,,,,,,,False
453056344,Land Rover monmouth / Jaguar,laura, ,,3320 Doris avenue,Ocean,nj,07712,,,,732-663-0203,,,,,,265671861,,True,False,False,False,,,,,,,False
453056345,Boardwalk motorsport ,laura, ,,3320 Doris avenue,Ocean,nj,07712,,,,732-663-0203,,,,,,540597286,,True,False,False,False,,,,,,,False
453056346,Prime Subaru,Jeff,UPS,,193 Lowell Road,Hudson,NH,03051,,,,(603) 888-9999,,,,,,,879W35,False,True,False,False,,,,,,,False
453056347,Wakefield Auto Gallery,Danny, ,,79 Water Street,Wakefield,MA,01880,,,,781-245-4711,,,,,,457 746 342,,True,False,False,False,,,,,,,False
453056348,BMW of Freehold,Marianna, ,,4225 Rt 9 North,Freehold,NJ,07728,,,,732-577-2608,,,,,,351500786,,True,False,False,False,,,,,,,False
453056349,Gold Coast Motorsports,Linda/Barbara, ,,2070 Jericho Tpke,New Hyde Park,NY,11040,,,,516-352-7474,,,,,,232194154,,True,False,False,False,,,,,,,False
453056350,Elite Nissan,Nancy,x1018,,314-318 South Washington Ave,Bergenfield,NJ,07621,,,,201-385-3600,,,,,,538502685,,True,False,False,False,,,,,,,False
453056351,Ride Away (NY),John Maselli, ,,32-14 36th Ave,Long Island City,NY,11106,,,,718-322-0999,,,646-276-8155,,,1365-2124-1,,True,False,False,False,,,,,,,False
453056352,Mitchell Selig Ford,Karen, ,,801 Bloomfield Ave,Windsor,CT,06095,,,,860-688-3651,,,,,,,,False,False,False,False,,,,,,,False
453056353,BMW of Sudbury,Brianna,UPS,,68 Old County Road,Sudbury,MA,01776,,,,508-903-5300,,,,,,,17YR21,False,False,False,False,,,,,,,False
453056354,Ourisman VW Bethesda,Alice, ,,4800 Wisconsin Ave NW,Washington,DC,20016,,,,202-885-5307,,,,,,536 251 065,,True,False,False,False,,,,,,,False
453056355,Huntington Honda West,Deborah, ,,147 East Jericho Turpike,Huntington Station,NY,11746,,,,631-930-3030,,,,,,448356280,,True,False,False,False,,,,,,,False
453056356,Goble Used Auto Sales,Nancy, ,,118 Murray St,Newark,NJ,07114,,,,973-824-8424,,,,,,,,True,False,False,False,,,,,,,False
453056357,Performance Auto Inc,Karl, ,,1315 Lakeland Avenue,Bohemia,NY,11716,,,,631-750-0717,,,,,,240657244,,True,False,False,False,,,,,,,False
453056358,Union Volkswagen,Cassandra, ,,2155 Route 22 West,Union,NJ,07083,,,,908-687-8000,,,,,,280386553,,True,False,False,False,,,,,,,False
453056359,Central Ford VW Mercury,Christal, ,,98 Lathrop Road,Plainfield,CT,06374,,,,860-564-4014,,,,,,1028 1647 1,,True,False,False,False,,,,,,,False
453056360,Sandy Motors,Title Clerk, ,,118 Sandy Bottom Road,Coventry,RI,02816,,,,401-828-3232,,,,,,206 649 534,,True,False,False,False,,,,,,,False
453056361,Generation Kia,Jessica, ,,4825 Sunrise Highway,Bohemia,NY,11716,,,,631-569-5700,,,,,,168 466 617,,True,False,False,False,,,,,,,False
453056362,DCH Freehold Nissan,Ronnie, ,,4041 Route 9N,Freehold,NJ,07728,,,,732-780-3600,,,,,,285 221 927,,True,False,False,False,,,,,,,False
453056363,Manfredi Motors Inc,Pamela, ,,1590 Hylan Blvd,Staten Island,NY,10305,,,,888-539-9510,,,,,,181520680,,True,False,False,False,,,,,,,False
453056364,Glen Toyota,Jessica,UPS,,23-07 Maple Ave,Fair Lawn,NJ,07410,,,,201-791-3800,,,,,,,9VX259,False,True,False,False,,,,,,,False
453056365,Acura of Bayshore,Danielle, ,,1930 Sunrise Hwy,Bayshore,NY,11706,,,,631-968-4000,,,,,,526626508,,True,False,False,False,,,,,,,False
453056366,Central Hyundai,Diane , ,,96 Lathrop Road,Plainfield,CT,06374,,,,860-564-4014,,,,,,102816471,,True,False,False,False,,,,,,,False
453056367,Hempstead ford lincoln mercury,kathy or denise,ups,,301 n.franklin st,hempstead,ny,11550,,,,516-483-7200,124,,,,,,6x5603,False,True,False,False,,,,,,,False
453056368,Kelsey's Automotive,Title Clerk,CREDIT CARD,,637 New Park Ave,W Hartford,CT,06110,,,,860-233-8515,,,,,,5147260000079593,,False,False,False,False,,,,,,,False
